message_id,date,text
134126,2026-05-16T10:20:16+00:00,"بچه‌ها، من فهمیدم که مردم از اینستا لیترلی به عنوان دیتینگ اپ استفاده میکنن و تازه موفق هم هستن در این زمینه. بعد من ۱۵ ساله درگیر اینم که آدم غریبه اکسپت نکنم زشت شه:)))
- یاسی
@sut_tw"
134127,2026-05-16T10:29:01+00:00,"رییس جمهور شی گفت شما همگی کونی هستید، منظور او بایدن خواب‌آلود بود. من با او کاملا موافقم.
- سرهنگ
@sut_tw"
134128,2026-05-16T10:40:08+00:00,"برای راهنمایی امتحان تیزهوشان شرکت کردم بعد همه جوابارو تو برگه سوال نوشتم با خودم اوردم خونه 
بعد هی فکر میکردم اینا از کجا میفهمن من چی جواب دادم
بعد فهمیدم یه چیزی به اسم پاسخنامه وجود داره
-kimia
@sut_tw"
134129,2026-05-16T10:50:09+00:00,"نظر نامحبوب:
تراپی باید دقیق معلوم باشه با چه هدفی انجام میشه و قراره در یک مدت مشخص چه تغییری در تو ایجاد کنه، مگر نه یک کلاهبرداری بزرگه.
- در تکاپو
@sut_tw"
134130,2026-05-16T11:04:39+00:00,"گربه ها موجودات شگفت انگیزی هستن. همیشه چیزی هست درموردشون که سوپرایزت کنه. مثلاً شما هیچوقت فکر می‌کردید گربه ی نصف ریش احسان خواجه امیری ای ببینید؟ 
- خرگوشیانو سنپای
🐰
@sut_tw"
134131,2026-05-16T11:10:12+00:00,"من اولین باری که انجام دادم قرار بود فرداش برم سفر و اکستنشن‌کارم (آشنا بود) صدشو گذاشت مثلاً.
وقتی کارش تموم‌ شد آینه داد دستم گفت چطور شده؟ گفتم ببین شبیه جنده‌های ارزون شدم.
- آلمز
@sut_tw"
134132,2026-05-16T11:20:13+00:00,"رفتیم پارک بدمینتون بازی کردیم، بيشتر از چیزی که فکر می‌کردم خوش گذشت، فکر کنم به‌خاطر رایگان بودنش بود!
- آیدین داش‌آغلو 
@sut_tw"
134133,2026-05-16T11:34:59+00:00,"کلاس سوم دبستان موضوع انشا آرزوتون چیه ؟
آرزو کرده بودم پدر مادرم واسم یه خواهر بزرگتر از خودم بدنیا بیارن
- صرفا آدمیزاد
@sut_tw"
134134,2026-05-16T11:40:06+00:00,"نزدیک دوسال جی تی ای بازی میکردم نمیدونستم بازی مرحله داره فقط رمز میزدم مردمو میکشتم :))
- خَش
@sut_tw"
134135,2026-05-16T11:50:09+00:00,"«پاشو، پاشو با این روش جدیده وصل میشی حتما.»
- it's so empty without me! 
@sut_tw"
134136,2026-05-16T12:03:15+00:00,"داشتم با اشنامون ویدیوکال میکردم یادم نیست چی پرسیدم که در جواب گفت ""بد نیس""
پارتنرش از اونور زانوهاشو نشون داد گفت
""?bad knees"" 
و هار هار خندید.
طنز مرد انگلیسی:))
- Mia 
@sut_tw"
134096,2026-05-15T19:31:39+00:00,"🔥
 مرجع قیمت لحظه‌ای طلا
آپدیت سریع بازار
(بدون حاشیه و خلاصه)
ویژه دنبال‌کننده‌های حرفه‌ای بازار
👇
https://t.me/TalaPriceOnline"
134097,2026-05-16T05:34:28+00:00,"تو ایران حتی تبریک تولدهامون‌ هم نفرینه
ایشالله خودت ۱۲۰ ساله بشی بی‌شرف
- hajpouri 
@sut_tw"
134098,2026-05-16T05:40:03+00:00,"من وقتی میخوام دوسپسر انتخاب کنم:
-  ♡︎ 
@sut_tw"
134099,2026-05-16T05:50:07+00:00,"فکر کن الان بگن تو اتیوپی مردم ۳ ماهه اینترنت ندارن.
به تخمته؟
بقیه دنیا هم راجع به ما همین.
- Woland
@sut_tw"
134100,2026-05-16T06:00:36+00:00,"اسپرسو سازم خراب شده بود خودم باز کردم تعمیرش کردم الان قهوه ترک میده
- darvizh
@sut_tw"
134101,2026-05-16T06:10:02+00:00,"پسر جدی معلم‌ها یه موقعی چه برو بیایی داشتند، الان جوری شده که وقتی یکی میگه معلم هستم ممکنه واکنشی که بهش میدن ""آخی"" باشه
-realroboti
@sut_tw"
134103,2026-05-16T06:30:47+00:00,"Unpopular Opinion 
به نظرم پسری که خیلی درگیر سوشال مدیا باشه نمیتونه پارتنر خوبی باشه.
- چای نبات
@sut_tw"
134104,2026-05-16T06:40:04+00:00,"یه بار تو مدرسه معلم گچش تموم شد
 بهم گفت برو دفتر ببین گچ دارن؟
رفتم پرسیدم برگشتم گفتم آره دارن
- کِن‌چی‌
@sut_tw"
134105,2026-05-16T06:50:05+00:00,"به آبجی کوچیکه گفتم:فردا بعد امتحانت بریم یه پیتزا بزنیم؟گفت:آخه پیتزا خیلی گرون شده تو پول داری؟گفتم دیگه هیچوقت اینو نگو،مهرپذیر باش و یاد بگیر فقط بگی آره خیلی خوب میشه اگه بریم،اینجوری عادت کنی در آینده همش از خواسته‌هات می‌زنی؛گفت پس من قارچ و گوشت میخورم:)
- عروس دنیای فال 
@sut_tw"
134106,2026-05-16T07:01:53+00:00,"چیزی که نکشتت باعث میشه ساعت سه صبح اینطوری بشینی رو تختت.
- M
@sut_tw"
134107,2026-05-16T07:10:06+00:00,"تو ۴سالگیم مامانم حموم بود، از پشت در بهش گفتم میرم مهدکودک (تاحالا نرفته بودم) مامانمم گفت برو، فکر کرد دارم بازی می‌کنم ولی من یه گوجه و کتاب داستان برداشتم و واقعا رفتم.
سر خیابون یه مرد بغلم کرد گفت خونه‌تون کجاست چرا اینجایی؟ واقعا شانس آوردم که با آدرس خودم منو رسوند خونه.
- ساناز
@sut_tw"
134108,2026-05-16T07:20:07+00:00,"اختلاف طبقاتی فقط تو و اکست با من
- شاسوسا
@sut_tw"
134109,2026-05-16T07:31:52+00:00,"سیستم بابامو یه جوری آپدیت کردم که امروز تو جلسه یه نفر یه شوخی نامناسب در مورد خانم ها کرده و بابا برگشته گفته آقای فلانی لطفا شوخی جنسیت زده نکنید اصلا اخلاقی نیست=))))))))مرد بامزهههههه=))))) بعدم با افتخار واسه من میگه بعنوان پدر یه دختر نباید بذارم اینجوری حرف بزنن:***
- اِستیچ 
@sut_tw"
134110,2026-05-16T07:40:11+00:00,"حالا که تایم لاین پر از دسته گل شده، پسرای عزیزی که می‌خواین گل بخرین حتما توجه داشته باشین ۴ تا رز آبی و قرمز و زرد و رنگین کمانی رو کنار هم بذارید، دورشم پر از بوته سبز کنید. این دست گل زیبا و عالیه
(دسته گلی که قرار نیس مال من باشه همون بهتر که زشت باشه
😭
)
- خرگوشیانو سنپای
🐰
 
@sut_tw"
134111,2026-05-16T07:50:12+00:00,"حدوداً ۶ سالم بود که دختر همسایه به دروغ به همه می‌گفت: این بتمن نیست!
منم برای دفاع از هویتم، ماسک بتمنم رو زدم، شنلم رو بستم و خودمو از پنجره طبقه اول پرت کردم پایین.
هنوز سمت راست سرم یه مقدار کچلی داره از همون شکستگی.
- Alireza Morgan
@sut_tw"
134112,2026-05-16T08:01:51+00:00,"بنظرم اصن معلوم نمیکنه ترامپ از چین برگرده چی میشه الکی حدس نزنیم.
بعید نیست یهو تایوان رو بده به ایران تنگه رو بده به لبنان روبیو رو بده به سمنان.
هیچ بعید نیست
- نریاوش
@sut_tw"
134113,2026-05-16T08:10:11+00:00,"‏بابام صبح ماشینمو جا به جا کرد برگشت گفت دیدی گفتم تنها نرفتی مسافرت !
گفتم چطور ؟! گفت تو ماشینت پاکت سیگاره =)
مرسی از اعتمادی که بهم دارید و فکر کردید مال من نیست =)))))))))))
- Sara
@sut_tw"
134114,2026-05-16T08:20:11+00:00,"توی دو هفته وارد رابطه شدم و متوجه رد فلگا شدم و خارج شدم ، همین پروسه دفعه قبل ۲ سال طول کشید
- حنایی
@sut_tw"
134115,2026-05-16T08:34:20+00:00,"وقتایی که میرم رستوران و تصمیم میگیرم سالاد بخورم نگاه میکنم میبینم قیمتش ۱۰۰ هزار تومن از پیتزا ارزون‌تره و در نهایت زورم میاد اون پول رو برا چندتا کاهو بدم و به جاش پیتزا رو میگیرم.
- Bardia | بردیا 
@sut_tw"
134076,2026-05-15T16:35:06+00:00,"از نظر پسرا، اینکه دیت اول واست گل بخرن عجیبه ولی اگه دعوتت کنن خونه و باغ بسیااار معقوله.
- SARA 
@sut_tw"
134077,2026-05-15T16:40:10+00:00,"کاش در یک شهر walkable زندگی می‌کردم
- مهراد
@sut_tw"
134078,2026-05-15T16:50:07+00:00,"چایی خشک رو با شکر قاطی کردم که وقتی دم میکنیم آلردی چایی شیرین باشه 
💕
💕
💕
💕
- دیابت
@sut_tw"
134079,2026-05-15T17:04:01+00:00,"یاد آقوی همساده کلاه قرمزی افتادم، توی یکی از خاطره‌هاش میگفت طی اون اتفاق من به طور کامل مُردم. :))
- Ehsan
@sut_tw"
134080,2026-05-15T17:10:06+00:00,"پریشب توی پارک که نشسته بودم، یک خانمی کنارم دست پسربچه‌اش رو گرفت و بهش گفت:«باید وقتی که دوستات می‌خوان برن، بهشون اجازه بدی برن. نباید گریه کنی یا شونه‌هات رو شل کنی. باید بری و دوست‌های جدید پیدا کنی.»
- پـرستو 
@sut_tw"
134081,2026-05-15T17:20:08+00:00,"۶ سالم بود خونه مامان بزرگم میخاستم برای اولین بار خودم نیمرو درست کنم
مامانبزرگم بالاسرم بود داشت کوچم میکرد :) 
روغنو ریخته بودم
مامانبزرگم گفت داغ ک شد تخم مرغ بزن
منم میخاستم همه مراحل اصولی پیش بره 
قاشق زدم تو روغن ، چسبوندم ب بازوی مامانبزرگم گفتم اگ داغ شده بگو بزنم :))))
- تایگربلوم 
🌸
@sut_tw"
134082,2026-05-15T17:31:38+00:00,"تلگرام خداس واقعا
بهترین UI
بهترین سرعت
بهترین اپ برای چت
بهترین اپ برای پیگیری اخبار
بهترین اپ برای تست اتصال کانفیگ
کم‌مصرف ترین اپ
- داییناصر 
@sut_tw"
134083,2026-05-15T17:40:08+00:00,"پدرم سال ۸۶ پای تلویزیون گفت اه احمدی‌نژاد فردا قراره بیاد اینجا. «شهرمون» منم صبح زود بلند شدم سه ساعت کل خونه رو تمیز کردم و تمام روز لباس مهمونی پوشیدم. برای کی؟ احمدی نژاد. چون فکر کردم منظورش خونمونه.
- mimo 
🍜
@sut_tw"
134084,2026-05-15T17:50:06+00:00,"بهترین راه برای موآن فقط‌ و فقط 
دور دور با دوست صمیمیه 
بشینی تو ماشین بری کسکلک و خنده 
یه چندبار انجام بدی قشنگ میگی ریدم دهنش چقدر خوش میگذره
- like_moon
@sut_tw"
134085,2026-05-15T18:03:50+00:00,"دقت کردین؟
هرکی خودش خوشگله، ازت بیشتر تعریف میکنه
هرکی خودش موفقه، بیشتر تشویقت میکنه
هرکی اصیل تره، کمتر قضاوت میکنه
آخرش میفهمی، ادم ها دقیقا همون چیزی رو بهت میدن که تو وجود خودشونه...
- Marian 
@sut_tw"
134086,2026-05-15T18:10:04+00:00,"یه خواستگار پر و پا قرص دارم.
دیروز ابراز علاقه کرد و درخواست ازدواجش رو مطرح کرد. حالا درسته پنج سالشه ولی تو تصمیمش خیلی جدیه!
- میــــــــــــنو
@sut_tw"
134087,2026-05-15T18:20:03+00:00,"خانم ببخشید من می‌تونم شمارو یک لاس تو سوپر اپلیکیشن بله دعوت کنم؟
- Sajadi
@sut_tw"
134088,2026-05-15T18:30:17+00:00,"دوباره هوا گرم شد و تمام لحظات كيارستميانه‌ی زندگی از بين رفتن و لحظات رضا عطارانه مارو محاصره كردن
- Raeil 
@sut_tw"
134089,2026-05-15T18:40:09+00:00,"این خیلی خوبه که دیت اول آقا بیاد دنبالت تا آن تایم بودنش، تمیزی ماشینش، طرز رانندگیش، صبوریش تو ترافیک، بلد بودن خیابونا و در نهایت منتظر موندنش جلو در تا بری داخل رو بسنجی،
ولی من همیشه چون میترسم بدزدتم اصرار میکنم یجا قرار بزاریم خودم میام.
- زارا 
@sut_tw"
134090,2026-05-15T18:50:06+00:00,"یک بار خاله‌م گفت چرا نمیاید پیش ما گفتم آخه مامانم مارو نمیاره گفت خودتون بیاید خب حالا خاله‌م یک شهر دیگه بود:))) منم اینو جدی گرفتم و پنج سال سن پاشدم که برم پیش خاله‌م:)))) 
یه آقای معتادی تو اتوبان منو پیدا کرد و شانس آوردم الان اینجام :)))))))
- حنا.
@sut_tw"
134091,2026-05-15T19:02:10+00:00,"ابروی کلفت هم یک استانداردی داره اگر یه میلی متر کلفت تر از استانداردش باشه از شرقی سکسی به انگری برد تبدیل میشی
- جولین
@sut_tw"
134092,2026-05-15T19:10:09+00:00,"جهان بدون ایرانیان‌ واقعا جای کسل‌کننده‌ای میشد
در هر ژانری طنازین
- خانه‌ دوست
@sut_tw"
134093,2026-05-15T19:20:10+00:00,"اینایی که تو توییتر دارن از گرونی شکایت می‌کنن تازه اونایی هستن که علاوه بر پول غذا و مایحتاج کمی پول اینترنت داشتن.
- Mahvash 
@sut_tw"
134094,2026-05-15T19:27:37+00:00,"چند سال پیش تو یک دیت، طرف دستمو گرفت و بوسید، منم دستشو بوسیدم.
-امیلی
@sut_tw"
134095,2026-05-15T19:29:01+00:00,"آدم ذره ذره به اینکه اتفاقای زندگیشو به هیچکس نگه عادت می کنه.
- fateme 
@sut_tw"
134056,2026-05-15T13:10:08+00:00,"همه با ذوق به ماشین عروس نگاه میکردن حتی نوبتشون هم دادن که زود بنزین بزنه گل هاش تو افتاب پژمرده نشه :)
- Yegane 
@sut_tw"
134057,2026-05-15T13:20:07+00:00,"داییم رفته بود سربازی و من گریه می‌کردم، فکر می‌کردم قراره شهید شه :((
- Melina
@sut_tw"
134058,2026-05-15T13:32:37+00:00,"چیز جدیدی که امروز یاد گرفتم اینه که بیلبیلک، اون جسم فلزیست که دسته کیف رو به بدنه وصل میکنه و صرفا یک کلمه برای توصیف چیزایی که اسمشو نمیدونیم نیست.
- BaldAndFunky
@sut_tw"
